truth_gene	AUS.18	sample_id	hendriksen_sample	truth_class	ALB.17	AUT.70	BGR.66	BRA.53	CAN.22	CHE.67	CHN.64
ere(A)_clust		ERR1713334	AUT.70	other_or_unmapped		16.0					
ere(A)_clust2		ERR1713334	AUT.70	other_or_unmapped		2.0					
ere(B)		ERR1713334	AUT.70	other_or_unmapped		2.0					
erm(35)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		1.0					
erm(A)_2_AF002716		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		8.0					
erm(A)_3_EU348758		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		4.0					
erm(B)_clust		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		1469.0					
erm(C)_clust		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		2.0					
erm(F)_clust		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		185.0					
erm(G)_clust		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		16.0					
erm(Q)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		1.0					
erm(T)_4_AJ488494		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		1.0					
erm(T)_clust		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		4.0					
erm(X)_clust		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		4.0					
floR_clust		ERR1713334	AUT.70	phenicol		15.0					
fosA_2_AGDM01000012		ERR1713334	AUT.70	fosfomycin		1.0					
fosA_clust1		ERR1713334	AUT.70	fosfomycin		2.0					
fosA_clust2		ERR1713334	AUT.70	fosfomycin		1.0					
imiS_imiH_blaCEPH_clust		ERR1713334	AUT.70	beta_lactam		6.0					
lnu(B)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		138.0					
lnu(C)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		27.0					
lnu(F)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		3.0					
lsa(C)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		9.0					
mef(A)_10_AF376746		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		176.0					
mef(A)_3_AF227521		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		48.0					
mef(B)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		4.0					
mph(A)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		4.0					
mph(E)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		1614.0					
msr(C)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		1.0					
msr(D)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		350.0					
msr(E)		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		3474.0					
nimE		ERR1713334	AUT.70	other_or_unmapped		1.0					
oqxA		ERR1713334	AUT.70	quinolone		23.0					
oqxB		ERR1713334	AUT.70	quinolone		71.0					
QnrB_clust1		ERR1713334	AUT.70	quinolone		4.0					
QnrB_clust3		ERR1713334	AUT.70	quinolone		1.0					
QnrD		ERR1713334	AUT.70	quinolone		4.0					
QnrS_clust1		ERR1713334	AUT.70	quinolone		2.0					
QnrS_clust2		ERR1713334	AUT.70	quinolone		11.0					
QnrVC_clust1		ERR1713334	AUT.70	quinolone		1.0					
rmtF		ERR1713334	AUT.70	aminoglycoside		1.0					
spc		ERR1713334	AUT.70	other_or_unmapped		2.0					
str		ERR1713334	AUT.70	aminoglycoside		2.0					
strA		ERR1713334	AUT.70	aminoglycoside		64.0					
strB		ERR1713334	AUT.70	aminoglycoside		82.0					
sul1_sul3_clust		ERR1713334	AUT.70	sulfonamide		72.0					
sul2_clust		ERR1713334	AUT.70	sulfonamide		54.0					
tet(31)		ERR1713334	AUT.70	tetracycline		3.0					
tet(32)		ERR1713334	AUT.70	tetracycline		178.0					
tet(36)		ERR1713334	AUT.70	tetracycline		4.0					
tet(39)		ERR1713334	AUT.70	tetracycline		213.0					
tet(40)		ERR1713334	AUT.70	tetracycline		91.0					
tet(44)		ERR1713334	AUT.70	tetracycline		65.0					
tet(A)		ERR1713334	AUT.70	tetracycline		28.0					
tet(B)		ERR1713334	AUT.70	tetracycline		8.0					
tet(C)		ERR1713334	AUT.70	tetracycline		23.0					
tet(E)		ERR1713334	AUT.70	tetracycline		1.0					
tet(G)		ERR1713334	AUT.70	tetracycline		22.0					
tet(H)		ERR1713334	AUT.70	tetracycline		4.0					
tet(L)_clust1		ERR1713334	AUT.70	tetracycline		3.0					
tet(M)		ERR1713334	AUT.70	tetracycline		101.0					
tet(O)		ERR1713334	AUT.70	tetracycline		577.0					
tet(Q)		ERR1713334	AUT.70	tetracycline		554.0					
tet(S)		ERR1713334	AUT.70	tetracycline		2.0					
tet(T)		ERR1713334	AUT.70	tetracycline		15.0					
tet(U)		ERR1713334	AUT.70	tetracycline		1.0					
tet(W)		ERR1713334	AUT.70	tetracycline		1720.0					
tet(X)_3_AB097942		ERR1713334	AUT.70	tetracycline		1.0					
tet(X)_clust		ERR1713334	AUT.70	tetracycline		143.0					
tet(Y)		ERR1713334	AUT.70	tetracycline		2.0					
tetA(P)		ERR1713334	AUT.70	tetracycline		1.0					
VanA_clust		ERR1713334	AUT.70	glycopeptide		1.0					
VanH-D_clust1		ERR1713334	AUT.70	glycopeptide		1.0					
VanR-B		ERR1713334	AUT.70	glycopeptide		1.0					
VanS-B		ERR1713334	AUT.70	glycopeptide		2.0					
VanT-G		ERR1713334	AUT.70	aminoglycoside		5.0					
VanW-G		ERR1713334	AUT.70	glycopeptide		4.0					
VanXY-G		ERR1713334	AUT.70	glycopeptide		1.0					
VanY-B		ERR1713334	AUT.70	glycopeptide		1.0					
vga(A)_clust		ERR1713334	AUT.70	macrolide_lincosamide_streptogramin		1.0					
aac(3)-I_aac(3)-Ia		ERR1713334	AUT.70	aminoglycoside		8.0					
aac(3)-Ib		ERR1713334	AUT.70	aminoglycoside		1.0					
aac(3)-Ib-aac(6')-Ib		ERR1713334	AUT.70	aminoglycoside		4.0					
aac(3)-Ic		ERR1713334	AUT.70	aminoglycoside		1.0					
aac(3)-II_clust		ERR1713334	AUT.70	aminoglycoside		6.0					
aac(6')-32		ERR1713334	AUT.70	aminoglycoside		1.0					
aac(6')-aph(2'')_1_M13771		ERR1713334	AUT.70	aminoglycoside		19.0					
aac(6')-Ia		ERR1713334	AUT.70	aminoglycoside		1.0					
aac(6')-IIa		ERR1713334	AUT.70	aminoglycoside		1.0					
aac(6')-IIc		ERR1713334	AUT.70	aminoglycoside		1.0					
aac(6')-Im		ERR1713334	AUT.70	aminoglycoside		4.0					
aadA_clust1		ERR1713334	AUT.70	aminoglycoside		94.0					
aadA10		ERR1713334	AUT.70	aminoglycoside		29.0					
aadA13		ERR1713334	AUT.70	aminoglycoside		12.0					
aadA16		ERR1713334	AUT.70	aminoglycoside		11.0					
aadA2		ERR1713334	AUT.70	aminoglycoside		6.0					
aadA4_aadA5		ERR1713334	AUT.70	aminoglycoside		85.0					
aadA7		ERR1713334	AUT.70	aminoglycoside		6.0					
aadB		ERR1713334	AUT.70	aminoglycoside		8.0					
aadE_1_KF421157		ERR1713334	AUT.70	aminoglycoside		7.0					
ampH_ampS		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			7.0				
ant(3'')-Ih-aac(6')-IId		ERR1725947	BGR.66	aminoglycoside			382.0				
ant(6)-Ia		ERR1725947	BGR.66	aminoglycoside			3.0				
ant(6)-Ib		ERR1725947	BGR.66	aminoglycoside			4.0				
aph(2'')-Ib		ERR1725947	BGR.66	aminoglycoside			11.0				
aph(3')-Ia_aph(3')-Ic		ERR1725947	BGR.66	aminoglycoside			8.0				
aph(3')-IIa		ERR1725947	BGR.66	aminoglycoside			5.0				
aph(3')-IIb		ERR1725947	BGR.66	aminoglycoside			3.0				
aph(3')-IIc_sph		ERR1725947	BGR.66	aminoglycoside			1.0				
aph(3')-III		ERR1725947	BGR.66	aminoglycoside			13.0				
aph(3')-VI		ERR1725947	BGR.66	aminoglycoside			15.0				
aph(3')-XV		ERR1725947	BGR.66	aminoglycoside			10.0				
aph(4)-Ia		ERR1725947	BGR.66	aminoglycoside			1.0				
aph(6)-Ic		ERR1725947	BGR.66	aminoglycoside			5.0				
ARR_clust		ERR1725947	BGR.66	rifamycin			5.0				
blaACI-1		ERR1725947	BGR.66	beta_lactam			3.0				
blaACT_clust		ERR1725947	BGR.66	beta_lactam			3.0				
blaACT_CMG_MIR_clust		ERR1725947	BGR.66	beta_lactam			5.0				
blaAER-1		ERR1725947	BGR.66	beta_lactam			24.0				
blaBEL		ERR1725947	BGR.66	beta_lactam			18.0				
blaCARB_clust1		ERR1725947	BGR.66	beta_lactam			5.0				
blaCARB_clust2		ERR1725947	BGR.66	beta_lactam			20.0				
blaCMY_blaBIL_blaLAT		ERR1725947	BGR.66	beta_lactam			14.0				
blaCMY_blaMOX		ERR1725947	BGR.66	beta_lactam			2.0				
blaCTX-M_clust1		ERR1725947	BGR.66	beta_lactam			1.0				
blaEBR-1		ERR1725947	BGR.66	beta_lactam			29.0				
blaFOX_clust		ERR1725947	BGR.66	beta_lactam			11.0				
blaGES_clust		ERR1725947	BGR.66	beta_lactam			110.0				
blaIND_clust1		ERR1725947	BGR.66	beta_lactam			2.0				
blaKPC_clust		ERR1725947	BGR.66	beta_lactam			1.0				
blaL1		ERR1725947	BGR.66	beta_lactam			1.0				
blaMOX_clust		ERR1725947	BGR.66	beta_lactam			2.0				
blaNPS_LCR_clust		ERR1725947	BGR.66	beta_lactam			6.0				
blaOCH_clust		ERR1725947	BGR.66	beta_lactam			1.0				
blaOKP_clust		ERR1725947	BGR.66	beta_lactam			2.0				
blaOXA-12		ERR1725947	BGR.66	beta_lactam			2.0				
blaOXA-198		ERR1725947	BGR.66	beta_lactam			1.0				
blaOXA-209		ERR1725947	BGR.66	beta_lactam			20.0				
blaOXA-347		ERR1725947	BGR.66	beta_lactam			14.0				
blaOXA-9		ERR1725947	BGR.66	beta_lactam			1.0				
blaOXA_clust1		ERR1725947	BGR.66	beta_lactam			58.0				
blaOXA_clust11		ERR1725947	BGR.66	beta_lactam			2.0				
blaOXA_clust15		ERR1725947	BGR.66	beta_lactam			144.0				
blaOXA_clust18		ERR1725947	BGR.66	beta_lactam			27.0				
blaOXA_clust19		ERR1725947	BGR.66	beta_lactam			1.0				
blaOXA_clust20		ERR1725947	BGR.66	beta_lactam			235.0				
blaOXA_clust21		ERR1725947	BGR.66	beta_lactam			175.0				
blaOXA_clust5		ERR1725947	BGR.66	beta_lactam			1.0				
blaOXA_clust6		ERR1725947	BGR.66	beta_lactam			95.0				
blaOXA_clust7		ERR1725947	BGR.66	beta_lactam			57.0				
blaOXA_clust8		ERR1725947	BGR.66	beta_lactam			994.0				
blaOXY_clust1		ERR1725947	BGR.66	beta_lactam			5.0				
blaPER_clust1		ERR1725947	BGR.66	beta_lactam			1.0				
blaSHV_clust		ERR1725947	BGR.66	beta_lactam			3.0				
blaTEM_clust		ERR1725947	BGR.66	beta_lactam			12.0				
blaVEB_clust		ERR1725947	BGR.66	beta_lactam			24.0				
cat_2		ERR1725947	BGR.66	phenicol			3.0				
catA1		ERR1725947	BGR.66	phenicol			4.0				
catB2		ERR1725947	BGR.66	phenicol			2.0				
catB3		ERR1725947	BGR.66	phenicol			21.0				
catB8		ERR1725947	BGR.66	phenicol			1.0				
catQ		ERR1725947	BGR.66	phenicol			19.0				
catS		ERR1725947	BGR.66	phenicol			2.0				
cepA_clust		ERR1725947	BGR.66	other_or_unmapped			9.0				
cfxA_clust		ERR1725947	BGR.66	other_or_unmapped			92.0				
cfxA6		ERR1725947	BGR.66	other_or_unmapped			58.0				
cml_clust		ERR1725947	BGR.66	phenicol			74.0				
cmx		ERR1725947	BGR.66	other_or_unmapped			4.0				
dfrA1_clust		ERR1725947	BGR.66	trimethoprim			5.0				
dfrA12		ERR1725947	BGR.66	trimethoprim			1.0				
dfrA14_clust		ERR1725947	BGR.66	trimethoprim			20.0				
dfrA16_clust		ERR1725947	BGR.66	trimethoprim			2.0				
dfrA3		ERR1725947	BGR.66	trimethoprim			1.0				
ere(A)_clust		ERR1725947	BGR.66	other_or_unmapped			73.0				
ere(A)_clust2		ERR1725947	BGR.66	other_or_unmapped			18.0				
ere(B)		ERR1725947	BGR.66	other_or_unmapped			3.0				
erm(35)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			1.0				
erm(A)_2_AF002716		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			14.0				
erm(B)_clust		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			787.0				
erm(F)_clust		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			219.0				
erm(G)_clust		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			17.0				
erm(T)_4_AJ488494		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			1.0				
erm(X)_clust		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			5.0				
floR_clust		ERR1725947	BGR.66	phenicol			25.0				
fosA_clust2		ERR1725947	BGR.66	fosfomycin			1.0				
imiS_imiH_blaCEPH_clust		ERR1725947	BGR.66	beta_lactam			3.0				
lnu(A)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			6.0				
lnu(B)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			71.0				
lnu(C)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			10.0				
lnu(D)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			1.0				
lnu(F)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			2.0				
mef(A)_10_AF376746		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			99.0				
mef(A)_3_AF227521		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			70.0				
mef(B)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			19.0				
mph(A)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			56.0				
mph(B)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			1.0				
mph(E)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			2126.0				
msr(D)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			205.0				
msr(E)		ERR1725947	BGR.66	macrolide_lincosamide_streptogramin			4655.0				
oqxA		ERR1725947	BGR.66	quinolone			19.0				
oqxB		ERR1725947	BGR.66	quinolone			37.0				
QnrB_clust1		ERR1725947	BGR.66	quinolone			6.0				
QnrB_clust3		ERR1725947	BGR.66	quinolone			1.0				
QnrD		ERR1725947	BGR.66	quinolone			2.0				
QnrS_clust1		ERR1725947	BGR.66	quinolone			3.0				
QnrS_clust2		ERR1725947	BGR.66	quinolone			10.0				
QnrVC_clust2		ERR1725947	BGR.66	quinolone			27.0				
spc		ERR1725947	BGR.66	other_or_unmapped			1.0				
str		ERR1725947	BGR.66	aminoglycoside			10.0				
strA		ERR1725947	BGR.66	aminoglycoside			362.0				
strB		ERR1725947	BGR.66	aminoglycoside			438.0				
sul1_sul3_clust		ERR1725947	BGR.66	sulfonamide			199.0				
sul2_clust		ERR1725947	BGR.66	sulfonamide			53.0				
tet(31)		ERR1725947	BGR.66	tetracycline			1.0				
tet(32)		ERR1725947	BGR.66	tetracycline			104.0				
tet(36)		ERR1725947	BGR.66	tetracycline			19.0				
tet(39)		ERR1725947	BGR.66	tetracycline			625.0				
tet(40)		ERR1725947	BGR.66	tetracycline			23.0				
tet(44)		ERR1725947	BGR.66	tetracycline			25.0				
tet(A)		ERR1725947	BGR.66	tetracycline			56.0				
tet(B)		ERR1725947	BGR.66	tetracycline			13.0				
tet(C)		ERR1725947	BGR.66	tetracycline			113.0				
tet(E)		ERR1725947	BGR.66	tetracycline			25.0				
tet(G)		ERR1725947	BGR.66	tetracycline			51.0				
tet(H)		ERR1725947	BGR.66	tetracycline			12.0				
tet(M)		ERR1725947	BGR.66	tetracycline			128.0				
tet(O)		ERR1725947	BGR.66	tetracycline			142.0				
tet(Q)		ERR1725947	BGR.66	tetracycline			819.0				
tet(S)		ERR1725947	BGR.66	tetracycline			17.0				
tet(T)		ERR1725947	BGR.66	tetracycline			10.0				
tet(W)		ERR1725947	BGR.66	tetracycline			463.0				
tet(X)_3_AB097942		ERR1725947	BGR.66	tetracycline			6.0				
tet(X)_clust		ERR1725947	BGR.66	tetracycline			295.0				
tet(Y)		ERR1725947	BGR.66	tetracycline			2.0				
tetA(P)		ERR1725947	BGR.66	tetracycline			6.0				
VanW-G		ERR1725947	BGR.66	glycopeptide			2.0				
aac(3)-I_aac(3)-Ia		ERR1725947	BGR.66	aminoglycoside			44.0				
aac(3)-Ib-aac(6')-Ib		ERR1725947	BGR.66	aminoglycoside			3.0				
aac(3)-Id		ERR1725947	BGR.66	aminoglycoside			1.0				
aac(3)-II_clust		ERR1725947	BGR.66	aminoglycoside			20.0				
aac(3)-Iva		ERR1725947	BGR.66	aminoglycoside			4.0				
aac(6')-aph(2'')_1_M13771		ERR1725947	BGR.66	aminoglycoside			39.0				
aac(6')-IIa		ERR1725947	BGR.66	aminoglycoside			2.0				
aac(6')-IIc		ERR1725947	BGR.66	aminoglycoside			2.0				
aac(6')-Im		ERR1725947	BGR.66	aminoglycoside			6.0				
aac(6')-Is_aac(6')-Iu		ERR1725947	BGR.66	aminoglycoside			1.0				
aadA_clust1		ERR1725947	BGR.66	aminoglycoside			349.0				
aadA10		ERR1725947	BGR.66	aminoglycoside			27.0				
aadA13		ERR1725947	BGR.66	aminoglycoside			79.0				
aadA16		ERR1725947	BGR.66	aminoglycoside			14.0				
aadA2		ERR1725947	BGR.66	aminoglycoside			23.0				
aadA4_aadA5		ERR1725947	BGR.66	aminoglycoside			189.0				
aadA7		ERR1725947	BGR.66	aminoglycoside			18.0				
aadB		ERR1725947	BGR.66	aminoglycoside			33.0				
aadD		ERR1725947	BGR.66	aminoglycoside			1.0				
aadE_1_KF421157		ERR1725947	BGR.66	aminoglycoside			15.0				
ant(3'')-Ih-aac(6')-IId		ERR1713337	BRA.53	aminoglycoside				230.0			
ant(6)-Ia		ERR1713337	BRA.53	aminoglycoside				5.0			
aph(2'')-Ib		ERR1713337	BRA.53	aminoglycoside				1.0			
aph(2'')-Id_aph(2'')-Ie		ERR1713337	BRA.53	aminoglycoside				16.0			
aph(3')-Ia_aph(3')-Ic		ERR1713337	BRA.53	aminoglycoside				32.0			
aph(3')-III		ERR1713337	BRA.53	aminoglycoside				32.0			
aph(3')-VI		ERR1713337	BRA.53	aminoglycoside				35.0			
aph(3')-XV		ERR1713337	BRA.53	aminoglycoside				25.0			
blaACI-1		ERR1713337	BRA.53	beta_lactam				16.0			
blaACT-9		ERR1713337	BRA.53	beta_lactam				3.0			
blaACT_CMG_MIR_clust		ERR1713337	BRA.53	beta_lactam				16.0			
blaADC-25		ERR1713337	BRA.53	beta_lactam				1.0			
blaAER-1		ERR1713337	BRA.53	beta_lactam				24.0			
blaCARB-4		ERR1713337	BRA.53	beta_lactam				2.0			
blaCARB_clust1		ERR1713337	BRA.53	beta_lactam				27.0			
blaCARB_clust2		ERR1713337	BRA.53	beta_lactam				477.0			
blaCARB_clust3		ERR1713337	BRA.53	beta_lactam				1.0			
blaCMY_blaBIL_blaLAT		ERR1713337	BRA.53	beta_lactam				8.0			
blaCTX-M_clust1		ERR1713337	BRA.53	beta_lactam				2.0			
blaCTX-M_clust2		ERR1713337	BRA.53	beta_lactam				1.0			
blaCTX-M_clust7		ERR1713337	BRA.53	beta_lactam				2.0			
blaEBR-1		ERR1713337	BRA.53	beta_lactam				2.0			
blaGES_clust		ERR1713337	BRA.53	beta_lactam				277.0			
blaHERA_clust		ERR1713337	BRA.53	beta_lactam				1.0			
blaIMP_clust4		ERR1713337	BRA.53	beta_lactam				1.0			
blaKPC_clust		ERR1713337	BRA.53	beta_lactam				54.0			
blaLEN_clust		ERR1713337	BRA.53	beta_lactam				1.0			
blaMIR_clust		ERR1713337	BRA.53	beta_lactam				4.0			
blaMOX_clust		ERR1713337	BRA.53	beta_lactam				1.0			
blaNPS_LCR_clust		ERR1713337	BRA.53	beta_lactam				2.0			
blaOKP_clust		ERR1713337	BRA.53	beta_lactam				4.0			
blaOXA-209		ERR1713337	BRA.53	beta_lactam				2.0			
blaOXA-22		ERR1713337	BRA.53	beta_lactam				1.0			
blaOXA-347		ERR1713337	BRA.53	beta_lactam				2.0			
blaOXA-9		ERR1713337	BRA.53	beta_lactam				27.0			
blaOXA_clust1		ERR1713337	BRA.53	beta_lactam				104.0			
blaOXA_clust11		ERR1713337	BRA.53	beta_lactam				2.0			
blaOXA_clust13		ERR1713337	BRA.53	beta_lactam				6.0			
blaOXA_clust15		ERR1713337	BRA.53	beta_lactam				100.0			
blaOXA_clust16		ERR1713337	BRA.53	beta_lactam				1.0			
blaOXA_clust18		ERR1713337	BRA.53	beta_lactam				66.0			
blaOXA_clust20		ERR1713337	BRA.53	beta_lactam				193.0			
blaOXA_clust21		ERR1713337	BRA.53	beta_lactam				900.0			
blaOXA_clust3		ERR1713337	BRA.53	beta_lactam				2.0			
blaOXA_clust5		ERR1713337	BRA.53	beta_lactam				5.0			
blaOXA_clust6		ERR1713337	BRA.53	beta_lactam				53.0			
blaOXA_clust7		ERR1713337	BRA.53	beta_lactam				48.0			
blaOXA_clust8		ERR1713337	BRA.53	beta_lactam				73.0			
blaOXY_clust1		ERR1713337	BRA.53	beta_lactam				2.0			
blaROB-1		ERR1713337	BRA.53	beta_lactam				34.0			
blaSHV_clust		ERR1713337	BRA.53	beta_lactam				3.0			
blaTEM_clust		ERR1713337	BRA.53	beta_lactam				634.0			
blaTLA-1		ERR1713337	BRA.53	beta_lactam				194.0			
blaZ_clust		ERR1713337	BRA.53	beta_lactam				1.0			
cat_2		ERR1713337	BRA.53	phenicol				3.0			
cat_clust		ERR1713337	BRA.53	phenicol				1.0			
catA1		ERR1713337	BRA.53	phenicol				30.0			
catB3		ERR1713337	BRA.53	phenicol				31.0			
catB8		ERR1713337	BRA.53	phenicol				1.0			
catP		ERR1713337	BRA.53	phenicol				1.0			
catQ		ERR1713337	BRA.53	phenicol				18.0			
cfxA_clust		ERR1713337	BRA.53	other_or_unmapped				9.0			
cfxA6		ERR1713337	BRA.53	other_or_unmapped				30.0			
cml_clust		ERR1713337	BRA.53	phenicol				22.0			
dfrA_clust		ERR1713337	BRA.53	trimethoprim				88.0			
dfrA1_clust		ERR1713337	BRA.53	trimethoprim				1.0			
dfrA12		ERR1713337	BRA.53	trimethoprim				1.0			
dfrA14_clust		ERR1713337	BRA.53	trimethoprim				70.0			
dfrA8		ERR1713337	BRA.53	trimethoprim				7.0			
ere(A)_clust		ERR1713337	BRA.53	other_or_unmapped				137.0			
ere(A)_clust2		ERR1713337	BRA.53	other_or_unmapped				17.0			
erm(A)_2_AF002716		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				3.0			
erm(B)_clust		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				183.0			
erm(F)_clust		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				35.0			
erm(G)_clust		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				21.0			
erm(T)_clust		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				3.0			
floR_clust		ERR1713337	BRA.53	phenicol				13.0			
fosA_clust1		ERR1713337	BRA.53	fosfomycin				2.0			
fosA_clust2		ERR1713337	BRA.53	fosfomycin				1.0			
imiS_imiH_blaCEPH_clust		ERR1713337	BRA.53	beta_lactam				1.0			
lnu(B)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				10.0			
lnu(C)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				16.0			
lnu(D)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				6.0			
lnu(F)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				4.0			
lsa(C)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				71.0			
mef(A)_10_AF376746		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				368.0			
mef(A)_3_AF227521		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				131.0			
mef(B)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				8.0			
mph(A)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				15.0			
mph(B)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				1.0			
mph(E)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				4560.0			
msr(C)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				4.0			
msr(D)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				954.0			
msr(E)		ERR1713337	BRA.53	macrolide_lincosamide_streptogramin				9704.0			
oqxA		ERR1713337	BRA.53	quinolone				21.0			
oqxB		ERR1713337	BRA.53	quinolone				76.0			
QnrB_clust1		ERR1713337	BRA.53	quinolone				16.0			
QnrD		ERR1713337	BRA.53	quinolone				3.0			
QnrS_clust1		ERR1713337	BRA.53	quinolone				1.0			
QnrS_clust2		ERR1713337	BRA.53	quinolone				38.0			
QnrVC_clust1		ERR1713337	BRA.53	quinolone				2.0			
QnrVC_clust2		ERR1713337	BRA.53	quinolone				5.0			
spc		ERR1713337	BRA.53	other_or_unmapped				1.0			
str		ERR1713337	BRA.53	aminoglycoside				8.0			
strA		ERR1713337	BRA.53	aminoglycoside				116.0			
strB		ERR1713337	BRA.53	aminoglycoside				147.0			
sul1_sul3_clust		ERR1713337	BRA.53	sulfonamide				479.0			
sul2_clust		ERR1713337	BRA.53	sulfonamide				158.0			
tet(31)		ERR1713337	BRA.53	tetracycline				2.0			
tet(32)		ERR1713337	BRA.53	tetracycline				123.0			
tet(36)		ERR1713337	BRA.53	tetracycline				2.0			
tet(39)		ERR1713337	BRA.53	tetracycline				483.0			
tet(40)		ERR1713337	BRA.53	tetracycline				44.0			
tet(44)		ERR1713337	BRA.53	tetracycline				9.0			
tet(A)		ERR1713337	BRA.53	tetracycline				12.0			
tet(B)		ERR1713337	BRA.53	tetracycline				13.0			
tet(C)		ERR1713337	BRA.53	tetracycline				1320.0			
tet(E)		ERR1713337	BRA.53	tetracycline				7.0			
tet(G)		ERR1713337	BRA.53	tetracycline				25.0			
tet(H)		ERR1713337	BRA.53	tetracycline				3.0			
tet(K)		ERR1713337	BRA.53	tetracycline				1.0			
tet(L)_1_HM235948		ERR1713337	BRA.53	tetracycline				1.0			
tet(L)_clust1		ERR1713337	BRA.53	tetracycline				2.0			
tet(M)		ERR1713337	BRA.53	tetracycline				99.0			
tet(O)		ERR1713337	BRA.53	tetracycline				372.0			
tet(Q)		ERR1713337	BRA.53	tetracycline				106.0			
tet(S)		ERR1713337	BRA.53	tetracycline				6.0			
tet(T)		ERR1713337	BRA.53	tetracycline				3.0			
tet(W)		ERR1713337	BRA.53	tetracycline				381.0			
tet(X)_clust		ERR1713337	BRA.53	tetracycline				43.0			
