sample	cohort_memberships	source_mode	total_ARG_loci	mobile_ARG_loci	mobile_ARG_fraction	plasmid_like_ARG_loci	plasmid_like_ARG_fraction	virus_like_ARG_loci	virus_like_ARG_fraction	chromosome_like_ARG_loci	chromosome_like_ARG_fraction	canonical10_unique_ARG_loci	canonical10_mobile_ARG_loci	canonical10_mobile_ARG_fraction	canonical10_plasmid_ARG_loci	canonical10_plasmid_ARG_fraction	ARG_10class_Shannon	ARG_10class_richness	ARG_loci__Aminoglycoside	ARG_loci__Beta_lactam	ARG_loci__Fosfomycin	ARG_loci__MLS	ARG_loci__Phenicol	ARG_loci__Quinolone	ARG_loci__Rifamycin	ARG_loci__Sulfonamide	ARG_loci__Tetracycline	ARG_loci__Trimethoprim	ARG_present__Aminoglycoside	ARG_present__Beta_lactam	ARG_present__Fosfomycin	ARG_present__MLS	ARG_present__Phenicol	ARG_present__Quinolone	ARG_present__Rifamycin	ARG_present__Sulfonamide	ARG_present__Tetracycline	ARG_present__Trimethoprim	ARG_locus_fraction__Aminoglycoside	ARG_locus_fraction__Beta_lactam	ARG_locus_fraction__Fosfomycin	ARG_locus_fraction__MLS	ARG_locus_fraction__Phenicol	ARG_locus_fraction__Quinolone	ARG_locus_fraction__Rifamycin	ARG_locus_fraction__Sulfonamide	ARG_locus_fraction__Tetracycline	ARG_locus_fraction__Trimethoprim	mobile_ARG_loci__Aminoglycoside	mobile_ARG_loci__Beta_lactam	mobile_ARG_loci__Fosfomycin	mobile_ARG_loci__MLS	mobile_ARG_loci__Phenicol	mobile_ARG_loci__Quinolone	mobile_ARG_loci__Rifamycin	mobile_ARG_loci__Sulfonamide	mobile_ARG_loci__Tetracycline	mobile_ARG_loci__Trimethoprim	mobile_ARG_fraction__Aminoglycoside	mobile_ARG_fraction__Beta_lactam	mobile_ARG_fraction__Fosfomycin	mobile_ARG_fraction__MLS	mobile_ARG_fraction__Phenicol	mobile_ARG_fraction__Quinolone	mobile_ARG_fraction__Rifamycin	mobile_ARG_fraction__Sulfonamide	mobile_ARG_fraction__Tetracycline	mobile_ARG_fraction__Trimethoprim	plasmid_ARG_loci__Aminoglycoside	plasmid_ARG_loci__Beta_lactam	plasmid_ARG_loci__Fosfomycin	plasmid_ARG_loci__MLS	plasmid_ARG_loci__Phenicol	plasmid_ARG_loci__Quinolone	plasmid_ARG_loci__Rifamycin	plasmid_ARG_loci__Sulfonamide	plasmid_ARG_loci__Tetracycline	plasmid_ARG_loci__Trimethoprim	plasmid_ARG_fraction__Aminoglycoside	plasmid_ARG_fraction__Beta_lactam	plasmid_ARG_fraction__Fosfomycin	plasmid_ARG_fraction__MLS	plasmid_ARG_fraction__Phenicol	plasmid_ARG_fraction__Quinolone	plasmid_ARG_fraction__Rifamycin	plasmid_ARG_fraction__Sulfonamide	plasmid_ARG_fraction__Tetracycline	plasmid_ARG_fraction__Trimethoprim
I_11-12	Kathmandu18	strict_perfect	731	81	0.11080711354309165	78	0.106703146374829	3	0.004103967168262654	650	0.8891928864569083	315	63	0.2	62	0.19682539682539682	2.0314580355095555	10	56	94	11	67	39	113	29	4	112	22	1	1	1	1	1	1	1	1	1	1	0.10237659963436929	0.17184643510054845	0.02010968921389397	0.12248628884826325	0.0712979890310786	0.20658135283363802	0.05301645338208409	0.007312614259597806	0.20475319926873858	0.04021937842778794	10	21	1	17	7	11	6	0	17	4	0.17857142857142858	0.22340425531914893	0.09090909090909091	0.2537313432835821	0.1794871794871795	0.09734513274336283	0.20689655172413793	0.0	0.15178571428571427	0.18181818181818182	10	21	1	17	7	11	6	0	16	4	0.17857142857142858	0.22340425531914893	0.09090909090909091	0.2537313432835821	0.1794871794871795	0.09734513274336283	0.20689655172413793	0.0	0.14285714285714285	0.18181818181818182
I_3-4	Kathmandu18	strict_perfect	763	85	0.11140235910878113	83	0.10878112712975098	2	0.002621231979030144	678	0.8885976408912188	337	67	0.19881305637982197	66	0.19584569732937684	2.03843416020516	10	66	114	11	80	51	127	46	3	126	24	1	1	1	1	1	1	1	1	1	1	0.10185185185185185	0.17592592592592593	0.016975308641975308	0.12345679012345678	0.0787037037037037	0.19598765432098766	0.07098765432098765	0.004629629629629629	0.19444444444444445	0.037037037037037035	9	16	1	15	10	17	7	1	22	3	0.13636363636363635	0.14035087719298245	0.09090909090909091	0.1875	0.19607843137254902	0.13385826771653545	0.15217391304347827	0.3333333333333333	0.1746031746031746	0.125	9	16	1	15	10	17	7	1	21	3	0.13636363636363635	0.14035087719298245	0.09090909090909091	0.1875	0.19607843137254902	0.13385826771653545	0.15217391304347827	0.3333333333333333	0.16666666666666666	0.125
I_5-6	Kathmandu18	strict_perfect	575	41	0.07130434782608695	39	0.06782608695652174	2	0.0034782608695652175	534	0.928695652173913	189	32	0.1693121693121693	32	0.1693121693121693	1.8866070538876274	10	19	37	8	29	19	93	12	3	92	11	1	1	1	1	1	1	1	1	1	1	0.058823529411764705	0.11455108359133127	0.02476780185758514	0.08978328173374613	0.058823529411764705	0.28792569659442724	0.03715170278637771	0.009287925696594427	0.2848297213622291	0.034055727554179564	6	6	1	6	4	8	3	0	7	2	0.3157894736842105	0.16216216216216217	0.125	0.20689655172413793	0.21052631578947367	0.08602150537634409	0.25	0.0	0.07608695652173914	0.18181818181818182	6	6	1	6	4	8	3	0	7	2	0.3157894736842105	0.16216216216216217	0.125	0.20689655172413793	0.21052631578947367	0.08602150537634409	0.25	0.0	0.07608695652173914	0.18181818181818182
I_7-8	Kathmandu18	strict_perfect	761	89	0.11695137976346912	86	0.11300919842312747	3	0.003942181340341655	672	0.8830486202365309	348	71	0.20402298850574713	70	0.20114942528735633	2.039057413605588	10	65	121	12	85	52	139	49	4	135	27	1	1	1	1	1	1	1	1	1	1	0.09433962264150944	0.17561683599419448	0.01741654571843251	0.12336719883889695	0.07547169811320754	0.20174165457184326	0.07111756168359942	0.005805515239477504	0.19593613933236576	0.03918722786647315	9	20	0	13	10	13	4	2	21	4	0.13846153846153847	0.1652892561983471	0.0	0.15294117647058825	0.19230769230769232	0.09352517985611511	0.08163265306122448	0.5	0.15555555555555556	0.14814814814814814	9	19	0	13	10	13	4	2	21	4	0.13846153846153847	0.15702479338842976	0.0	0.15294117647058825	0.19230769230769232	0.09352517985611511	0.08163265306122448	0.5	0.15555555555555556	0.14814814814814814
I_9-10	Kathmandu18	strict_perfect	851	93	0.10928319623971798	92	0.10810810810810811	1	0.0011750881316098707	758	0.8907168037602821	383	76	0.19843342036553524	76	0.19843342036553524	2.0493426449242547	10	75	123	18	86	58	147	52	2	152	33	1	1	1	1	1	1	1	1	1	1	0.10053619302949061	0.1648793565683646	0.024128686327077747	0.11528150134048257	0.0777479892761394	0.1970509383378016	0.06970509383378017	0.002680965147453083	0.2037533512064343	0.04423592493297587	11	22	1	15	13	22	9	0	26	3	0.14666666666666667	0.17886178861788618	0.05555555555555555	0.1744186046511628	0.22413793103448276	0.14965986394557823	0.17307692307692307	0.0	0.17105263157894737	0.09090909090909091	11	22	1	15	13	22	9	0	26	3	0.14666666666666667	0.17886178861788618	0.05555555555555555	0.1744186046511628	0.22413793103448276	0.14965986394557823	0.17307692307692307	0.0	0.17105263157894737	0.09090909090909091
RW_1	Kathmandu18	strict_perfect	629	76	0.12082670906200318	70	0.11128775834658187	6	0.009538950715421303	553	0.8791732909379968	235	56	0.23829787234042554	55	0.23404255319148937	2.011990246695408	10	40	55	6	44	28	75	12	3	81	17	1	1	1	1	1	1	1	1	1	1	0.11080332409972299	0.1523545706371191	0.01662049861495845	0.12188365650969529	0.07756232686980609	0.2077562326869806	0.0332409972299169	0.008310249307479225	0.22437673130193905	0.04709141274238227	11	11	0	13	6	13	4	1	15	3	0.275	0.2	0.0	0.29545454545454547	0.21428571428571427	0.17333333333333334	0.3333333333333333	0.3333333333333333	0.18518518518518517	0.17647058823529413	11	10	0	13	6	13	4	1	15	3	0.275	0.18181818181818182	0.0	0.29545454545454547	0.21428571428571427	0.17333333333333334	0.3333333333333333	0.3333333333333333	0.18518518518518517	0.17647058823529413
RW_2	Kathmandu18	strict_perfect	500	70	0.14	67	0.134	3	0.006	430	0.86	266	55	0.20676691729323307	53	0.19924812030075187	2.044773012284686	10	38	79	12	50	44	104	23	3	91	24	1	1	1	1	1	1	1	1	1	1	0.0811965811965812	0.16880341880341881	0.02564102564102564	0.10683760683760683	0.09401709401709402	0.2222222222222222	0.049145299145299144	0.00641025641025641	0.19444444444444445	0.05128205128205128	9	14	1	13	9	8	5	1	13	4	0.23684210526315788	0.17721518987341772	0.08333333333333333	0.26	0.20454545454545456	0.07692307692307693	0.21739130434782608	0.3333333333333333	0.14285714285714285	0.16666666666666666	9	13	1	12	9	8	5	1	13	4	0.23684210526315788	0.16455696202531644	0.08333333333333333	0.24	0.20454545454545456	0.07692307692307693	0.21739130434782608	0.3333333333333333	0.14285714285714285	0.16666666666666666
RW_3	Kathmandu18	strict_perfect	497	49	0.09859154929577464	47	0.09456740442655935	2	0.004024144869215292	448	0.9014084507042254	257	30	0.11673151750972763	30	0.11673151750972763	1.9708310321585827	10	37	70	11	49	29	116	18	3	105	18	1	1	1	1	1	1	1	1	1	1	0.08114035087719298	0.15350877192982457	0.02412280701754386	0.1074561403508772	0.06359649122807018	0.2543859649122807	0.039473684210526314	0.006578947368421052	0.23026315789473684	0.039473684210526314	7	6	0	7	1	4	0	0	6	2	0.1891891891891892	0.08571428571428572	0.0	0.14285714285714285	0.034482758620689655	0.034482758620689655	0.0	0.0	0.05714285714285714	0.1111111111111111	7	6	0	7	1	4	0	0	6	2	0.1891891891891892	0.08571428571428572	0.0	0.14285714285714285	0.034482758620689655	0.034482758620689655	0.0	0.0	0.05714285714285714	0.1111111111111111
RW_4	Kathmandu18	strict_perfect	572	66	0.11538461538461539	66	0.11538461538461539	0	0.0	506	0.8846153846153846	279	52	0.1863799283154122	52	0.1863799283154122	2.0494722350377725	10	49	89	12	62	37	102	33	3	99	21	1	1	1	1	1	1	1	1	1	1	0.09664694280078895	0.1755424063116371	0.023668639053254437	0.1222879684418146	0.07297830374753451	0.20118343195266272	0.0650887573964497	0.005917159763313609	0.1952662721893491	0.04142011834319527	7	10	0	14	5	11	1	0	17	3	0.14285714285714285	0.11235955056179775	0.0	0.22580645161290322	0.13513513513513514	0.10784313725490197	0.030303030303030304	0.0	0.1717171717171717	0.14285714285714285	7	10	0	14	5	11	1	0	17	3	0.14285714285714285	0.11235955056179775	0.0	0.22580645161290322	0.13513513513513514	0.10784313725490197	0.030303030303030304	0.0	0.1717171717171717	0.14285714285714285
RW_5	Kathmandu18	strict_perfect	597	72	0.12060301507537688	72	0.12060301507537688	0	0.0	525	0.8793969849246231	282	59	0.20921985815602837	59	0.20921985815602837	2.0347073600750134	10	50	89	10	61	43	109	34	3	115	23	1	1	1	1	1	1	1	1	1	1	0.0931098696461825	0.16573556797020483	0.0186219739292365	0.11359404096834265	0.08007448789571694	0.20297951582867785	0.0633147113594041	0.00558659217877095	0.21415270018621974	0.04283054003724395	6	16	2	12	10	16	5	1	14	3	0.12	0.1797752808988764	0.2	0.19672131147540983	0.23255813953488372	0.14678899082568808	0.14705882352941177	0.3333333333333333	0.12173913043478261	0.13043478260869565	6	16	2	12	10	16	5	1	14	3	0.12	0.1797752808988764	0.2	0.19672131147540983	0.23255813953488372	0.14678899082568808	0.14705882352941177	0.3333333333333333	0.12173913043478261	0.13043478260869565
RW_6	Kathmandu18	strict_perfect	545	60	0.11009174311926606	57	0.10458715596330276	3	0.005504587155963303	485	0.8899082568807339	238	46	0.19327731092436976	45	0.18907563025210083	2.012181073204823	10	38	72	10	46	29	81	18	2	82	13	1	1	1	1	1	1	1	1	1	1	0.09718670076726342	0.18414322250639387	0.02557544757033248	0.11764705882352941	0.0741687979539642	0.2071611253196931	0.04603580562659847	0.005115089514066497	0.20971867007672634	0.03324808184143223	8	13	0	11	6	10	3	0	9	0	0.21052631578947367	0.18055555555555555	0.0	0.2391304347826087	0.20689655172413793	0.12345679012345678	0.16666666666666666	0.0	0.10975609756097561	0.0	8	12	0	11	6	10	3	0	9	0	0.21052631578947367	0.16666666666666666	0.0	0.2391304347826087	0.20689655172413793	0.12345679012345678	0.16666666666666666	0.0	0.10975609756097561	0.0
SRR5007116	USA_CrossStudy8	strict_perfect	207	1	0.004830917874396135	0	0.0	1	0.004830917874396135	206	0.9951690821256038	33	0	0.0	0	0.0	1.2922910591064796	7	0	2	1	5	1	20	0	0	24	1	0	1	1	1	1	1	0	0	1	1	0.0	0.037037037037037035	0.018518518518518517	0.09259259259259259	0.018518518518518517	0.37037037037037035	0.0	0.0	0.4444444444444444	0.018518518518518517	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5007352	USA_CrossStudy8	strict_perfect	248	8	0.03225806451612903	6	0.024193548387096774	2	0.008064516129032258	240	0.967741935483871	36	7	0.19444444444444445	5	0.1388888888888889	1.628797751999402	7	4	3	1	10	0	9	2	0	17	0	1	1	1	1	0	1	1	0	1	0	0.08695652173913043	0.06521739130434782	0.021739130434782608	0.21739130434782608	0.0	0.1956521739130435	0.043478260869565216	0.0	0.3695652173913043	0.0	0	1	0	3	0	1	0	0	3	0	0.0	0.3333333333333333	0.0	0.3	0.0	0.1111111111111111	0.0	0.0	0.17647058823529413	0.0	0	1	0	2	0	1	0	0	2	0	0.0	0.3333333333333333	0.0	0.2	0.0	0.1111111111111111	0.0	0.0	0.11764705882352941	0.0
